2.58595,0
2.58621,0
2.60639,0
2.62654,0
2.64671,0
2.66688,57.6562
2.68694,37.5
2.70709,49.2188
2.72718,51.0938
2.74734,67.9688
2.76749,68.2031
2.78765,95.5078
2.80784,105.703
2.82795,108.281
2.84805,104.766
2.86819,121.523
2.88832,137.695
2.90846,158.789
2.9286,159.727
2.94876,158.906
2.9689,169.57
2.989,193.945
3.00909,192.07
3.0292,198.398
3.04935,215.625
3.0695,218.438
3.0896,237.539
3.10987,233.203
3.12994,259.57
3.15004,271.055
3.17016,278.789
3.19034,292.266
3.21053,290.039
3.23067,299.648
3.25084,326.016
3.27094,329.297
3.29109,359.414
3.31115,353.32
3.33128,372.305
3.35139,371.953
3.37153,378.867
3.39166,372.07
3.4118,382.5
3.43185,396.094
3.45194,420.938
3.47206,451.641
3.49223,462.305
3.51233,465.703
3.53243,456.68
3.55252,469.688
3.57262,481.406
3.5928,492.422
3.61293,491.25
3.63305,496.641
3.65315,503.906
3.67326,547.852
3.69341,553.477
3.71356,562.852
3.73371,579.844
3.75382,580.312
3.77389,587.461
3.79395,585.352
3.81404,573.75
3.83413,591.914
3.85427,622.383
3.87436,659.531
3.89453,640.312
3.91469,642.539
3.93482,659.766
3.95494,666.211
3.97503,678.398
3.99515,695.156
4.01523,713.789
4.03545,714.258
4.05552,731.953
4.07569,753.633
4.09587,747.188
4.11595,743.555
4.13604,790.43
4.15619,798.047
4.17633,806.016
4.19646,819.258
4.21662,815.156
4.23678,837.773
4.25695,827.93
4.27703,845.742
4.29715,859.453
4.31726,863.672
4.3374,863.672
4.35756,871.875
4.37772,905.039
4.39787,903.398
4.41799,921.445
4.43807,916.641
4.45821,931.055
4.47837,957.305
4.49844,973.828
4.51856,967.852
4.53868,984.141
4.55883,974.883
4.57894,990.82
4.59904,1021.29
4.61914,1021.88
4.63931,1019.06
4.65944,1045.66
4.67955,1043.32
4.69969,1050.7
4.71984,1085.74
4.73998,1073.79
4.76005,1070.16
4.78018,1083.52
4.80031,1113.75
4.82041,1119.84
4.84053,1110.82
4.86065,1145.62
4.88082,1150.78
4.90089,1153.36
4.92091,1159.57
4.94104,1176.09
4.9611,1212.42
4.98123,1192.27
5.00136,1202.46
5.02142,1192.15
5.04157,1236.45
5.06173,1253.55
5.0819,1249.34
5.10198,1241.48
5.12209,1245.12
5.14222,1258.83
5.16237,1294.69
5.18253,1294.57
5.20263,1296.68
5.22283,1311.8
5.24294,1322.34
5.26303,1308.75
5.28312,1325.39
5.30327,1362.54
5.32342,1363.83
5.34357,1397.11
5.36372,1379.3
5.38388,1407.89
5.40395,1381.64
5.42406,1406.95
5.44419,1404.49
5.46436,1435.78
5.48451,1425.82
5.50469,1443.98
5.52482,1447.73
5.54494,1459.45
5.56504,1463.55
5.58521,1471.17
5.60541,1496.25
5.6255,1496.25
5.64565,1515.35
5.66584,1520.27
5.68595,1521.8
5.70605,1526.25
5.72615,1546.52
5.74623,1542.77
5.76639,1552.15
5.78653,1566.33
5.80668,1578.87
5.82686,1586.48
5.84693,1608.98
5.86706,1612.97
5.88713,1629.61
5.90726,1640.39
5.9274,1661.48
5.94756,1690.43
5.9677,1696.17
5.9878,1692.89
6.00794,1674.61
6.028,1685.27
6.0481,1719.96
6.06821,1723.12
6.08838,1775.51
6.10852,1749.73
6.12867,1765.43
6.14884,1749.96
6.16894,1742.58
6.18904,1776.09
6.20916,1802.93
6.2293,1843.71
6.24946,1797.77
6.26953,1802.93
6.28967,1820.39
6.30984,1855.08
6.32994,1886.37
6.35003,1823.55
6.37013,1864.8
6.39026,1877.58
6.41041,1915.9
6.43056,1901.72
6.45065,1903.12
6.47081,1927.73
6.49094,1973.91
6.51104,1922.81
6.53115,1936.99
6.55126,1976.02
6.57136,1949.65
6.59147,1976.95
6.61163,1990.9
6.63179,1998.52
6.65194,1969.92
6.67203,2031.09
6.6921,2043.05
6.71217,2008.36
6.73233,2072.58
6.75248,2031.33
6.77265,2069.41
6.79281,2101.41
6.81286,2053.95
6.83294,2088.05
6.85302,2130.47
6.87311,2090.98
6.89327,2164.92
6.91343,2134.34
6.9335,2163.75
6.9537,2151.33
6.97388,2154.96
6.99395,2209.69
7.01406,2166.21
7.03419,2241.09
7.05433,2198.09
7.07449,2253.28
7.09462,2186.95
7.11478,2249.53
7.13497,2240.51
7.15503,2264.65
7.17516,2261.25
7.19531,2271.91
7.21546,2270.51
7.2356,2308.36
7.25578,2300.62
7.27595,2322.3
7.29605,2315.86
7.31619,2356.29
7.33634,2328.28
7.35649,2332.15
7.37664,2366.72
7.39683,2379.38
7.41694,2351.84
7.43704,2428.71
7.45711,2382.42
7.47725,2443.95
7.49739,2445.35
7.51752,2437.97
7.53766,2485.2
7.55783,2471.13
7.57796,2488.59
7.59804,2514.96
7.61816,2470.43
7.6383,2513.55
7.65846,2533.36
7.67861,2500.78
7.69879,2551.52
7.71891,2576.6
7.73901,2552.81
7.75909,2563.48
7.77923,2611.41
7.79935,2579.41
7.81944,2572.15
7.83958,2648.44
7.85972,2606.84
7.87986,2609.53
7.89997,2602.27
7.92009,2658.87
7.94019,2639.06
7.96034,2636.48
7.98044,2641.17
8.0006,2722.62
8.02081,2720.74
8.04097,2695.08
8.06107,2686.76
8.08121,2712.42
8.10129,2731.64
8.12142,2783.09
8.14157,2737.38
8.16173,2737.15
8.18188,2752.15
8.202,2787.07
8.22208,2821.52
8.24215,2822.58
8.26229,2815.55
8.28244,2792.46
8.30262,2826.56
8.32281,2827.27
8.34292,2842.15
8.36301,2881.64
8.38311,2896.05
8.4033,2903.67
8.42341,2894.88
8.44349,2912.11
8.46364,2879.88
8.48379,2887.15
8.50394,2898.4
8.52406,2908.12
8.54414,2927.46
8.56425,2938.71
8.58436,2978.09
8.60448,2981.02
8.62465,2982.3
8.64478,3000.59
8.6649,2988.4
8.68501,3029.06
8.70509,3040.78
8.72521,3028.95
8.74539,3046.64
8.76553,3030.7
8.78563,3057.42
8.80572,3077.93
8.82588,3060.7
8.84595,3104.06
8.86605,3082.97
8.88615,3086.02
8.90627,3100.66
8.9264,3115.43
8.94651,3154.34
8.96666,3177.89
8.98686,3196.17
9.00694,3204.49
9.02705,3159.26
9.04713,3176.13
9.06726,3201.45
9.08739,3186.56
9.10755,3227.23
9.12765,3273.4
9.14782,3292.27
9.16792,3304.22
9.18802,3277.15
9.20811,3247.5
9.22824,3286.17
9.24839,3307.15
9.26853,3324.14
9.28863,3327.19
9.30881,3281.72
9.32894,3320.27
9.34903,3386.95
9.36912,3392.23
9.38932,3358.12
9.40939,3356.13
9.42947,3404.18
9.4496,3401.95
9.46981,3408.05
9.48995,3399.84
9.51004,3437.93
9.53017,3467.46
9.55032,3446.37
9.57048,3420.23
9.59064,3489.14
9.61078,3448.36
9.63085,3433.01
9.65099,3530.39
9.67102,3529.8
9.69111,3490.9
9.71127,3515.98
9.73142,3546.91
9.75159,3521.02
9.77179,3587.81
9.79194,3611.6
9.81204,3561.56
9.83213,3618.63
9.85227,3573.98
9.8724,3622.27
9.89248,3658.12
9.91263,3606.91
9.93279,3683.79
9.95285,3625.78
9.97294,3670.9
9.99303,3659.06
10.0131,3669.61
10.0332,3687.77
10.0534,3671.37
10.0735,3743.79
10.0936,3716.13
10.1137,3697.85
10.1339,3703.59
10.1539,3767.7
10.1741,3762.89
10.1941,3772.38
10.2143,3778.83
10.2344,3829.8
10.2545,3821.02
10.2747,3786.09
10.2949,3797.34
10.315,3895.66
10.335,3843.05
10.3552,3867.3
